13.8,Left
18.1,Right
21.44,Right
23.34,Right
26.2,Right
30.96,Left
34.76,Left
36.9,Both
40.72,Both
42.62,Left
46.9,Left
52.14,Left
63.1,Left
65.96,Left
67.86,Left
71.66,Right
78.56,Right
84.76,Right
90,Both
94.76,Right
96.68,Right
105.72,Right
110.88,Right
113.56,Right
118.8,Left
120.7,Right
129.76,Left
133.1,Left
138.82,Left
145.5,Left
148.32,Left
151.22,Right
166.9,Left
169.76,Left
173.12,Left
179.98,Right
182.86,Left
184.72,Left
190.24,Right
192.14,Left
201.18,Right
209.76,Right
211.9,Right
214.78,Left
