5.72,Left
12.86,Left
14.28,Right
15.24,Both
18.1,Right
19.04,Right
20.5,Left
20.73,Right
20.96,Left
22.86,Left
24.3,Right
24.53,Left
24.76,Right
26.2,Right
27.62,Both
28.56,Both
30,Right
31.42,Both
32.38,Left
35.54,Both
40.24,Left
41.66,Left
43.1,Both
48.8,Left
50.72,Left
51.66,Both
52.62,Both
54.52,Right
54.76,Left
55,Right
59.76,Both
60.72,Right
62.14,Both
63.1,Right
64.04,Right
68.34,Both
69.28,Left
71.18,Right
72.14,Right
74.52,Right
75.48,Left
76.42,Right
77.48,Right
81.92,Both
84.3,Right
85.72,Right
86.66,Both
87.62,Both
88.56,Both
93.82,Right
96.2,Left
98.58,Left
101.9,Left
102.86,Both
105.22,Right
106.66,Both
107.62,Both
110.02,Left
110.88,Both
112.14,Both
116.42,Right
119.76,Right
121.18,Left
123.56,Left
125.48,Left
127.86,Left
130.24,Right
132.62,Both
135.48,Both
136.9,Right
137.14,Left
137.38,Right
138.34,Right
140.72,Both
142.16,Right
142.39,Left
142.62,Right
143.56,Right
150.24,Right
151.22,Right
153.58,Left
155.96,Right
157.38,Both
159.78,Left
160.7,Left
161.68,Right
163.6,Right
165,Right
166.9,Right
168.34,Right
170.24,Both
174.08,Both
175.16,Right
177.62,Left
179.52,Both
181.44,Left
186.02,Both
188.8,Left
191.18,Both
193.1,Both
194.04,Both
195,Both
195.96,Right
196.9,Both
198.34,Right
200.24,Right
201.18,Left
202.14,Both
203.1,Both
205.48,Right
208.34,Both
209.76,Left
211.32,Left
212.38,Left
212.62,Right
212.86,Left
214.78,Left
