20.12,Left
26.14,Both
31.28,Right
33.08,Right
36.42,Right
43.28,Left
48.32,Left
50.9,Both
56.14,Both
57.86,Left
63.76,Both
72.42,Left
75.86,Right
77.56,Right
87,Left
90.42,Left
92.14,Both
93.86,Right
96.42,Right
103.94,Left
108.22,Left
111.96,Right
119.46,Both
121.08,Left
123.42,Right
124.7,Right
130.28,Right
132,Right
135.86,Right
137.98,Right
141.78,Both
143.04,Left
149.56,Right
151.7,Left
154.2,Left
159,Left
164.58,Left
166.72,Left
168.02,Both
169.7,Right
173.58,Right
182.14,Left
184.24,Left
187.18,Left
193.28,Right
195.42,Both
197.14,Left
201,Right
202.28,Left
