6.38,Left
19.24,Left
20.64,Right
21.84,Both
25.72,Right
27.2,Right
29.38,Left
29.73,Right
30.08,Left
33.06,Left
35.24,Right
35.62,Left
36,Right
38.08,Right
40.32,Both
41.72,Both
43.7,Right
45.72,Both
47.04,Left
51.72,Both
58.36,Left
60.38,Left
62.36,Both
67.7,Right
69.06,Left
70.4,Both
71.7,Left
73.72,Both
77.06,Right
77.38,Left
77.7,Right
79.72,Left
83.04,Both
84.4,Right
86.4,Both
87.74,Right
89.06,Right
91.06,Right
93.72,Both
95.06,Left
97.72,Right
99.06,Right
102.38,Right
103.72,Left
105.06,Right
106.36,Right
111.72,Both
115.04,Right
117.02,Right
118.4,Both
119.7,Both
121.06,Both
128.4,Right
131.72,Left
135.04,Left
139.72,Left
141.04,Both
144.38,Right
146.38,Both
147.72,Both
150.4,Left
151.7,Both
153.7,Both
159.7,Right
164.38,Right
166.36,Left
169.7,Left
172.36,Left
175.72,Left
179.06,Right
182.34,Both
186.38,Both
188.38,Right
188.71,Left
189.04,Right
190.4,Right
193.7,Both
195.72,Right
196.05,Left
196.38,Right
197.72,Right
207.04,Right
208.38,Right
211.72,Left
215.06,Right
217.04,Both
220.38,Left
221.7,Left
223.02,Right
225.42,Right
227.22,Right
