5.54,Left
11.98,Left
13.34,Right
14.26,Both
17.02,Right
17.96,Right
19.32,Left
19.56,Right
19.8,Left
21.62,Left
23,Right
23.23,Left
23.46,Right
24.84,Right
26.2,Both
27.14,Both
28.54,Right
29.9,Both
30.82,Left
34.02,Both
38.64,Left
40.02,Left
41.4,Both
46.92,Left
48.76,Left
49.68,Both
50.58,Both
52.42,Right
52.65,Left
52.88,Right
57.5,Both
58.4,Right
59.8,Both
60.72,Right
61.64,Right
65.76,Both
66.68,Left
68.54,Right
69.44,Right
71.74,Right
72.68,Left
73.6,Right
74.5,Right
78.16,Both
80.48,Right
81.84,Right
82.78,Both
83.7,Both
84.62,Both
90.14,Right
91.98,Left
94.28,Left
97.48,Left
98.4,Both
100.72,Right
102.1,Both
103,Both
104.84,Left
105.76,Both
107.14,Both
111.5,Right
115.42,Right
116.8,Left
119.12,Left
120.94,Left
123.24,Left
125.54,Right
127.82,Both
130.6,Both
131.98,Right
132.21,Left
132.44,Right
133.36,Right
135.64,Both
137.04,Right
137.26,Left
137.48,Right
138.4,Right
144.84,Right
145.76,Right
148.08,Left
150.36,Right
151.74,Both
154.04,Left
154.96,Left
155.9,Right
157.72,Right
159.1,Right
160.94,Right
162.3,Right
164.16,Both
167.84,Both
168.74,Right
171.06,Left
172.88,Both
174.72,Left
178.42,Both
180.24,Left
182.56,Both
184.4,Both
185.32,Both
186.24,Both
187.16,Right
188.06,Both
189.44,Right
191.3,Right
192.2,Left
193.14,Both
194.06,Both
196.34,Right
199.12,Both
200.48,Left
201.88,Left
202.78,Left
203.01,Right
203.24,Left
205.1,Left
206.48,Left
207.38,Left
208.32,Left
209.24,Left
210.6,Right
211.54,Left
211.77,Right
212,Left
212.92,Right
214.3,Right
215.22,Both
217.5,Left
218.42,Both
220.26,Right
221.18,Left
224.4,Right
225.78,Right
229.02,Left
229.94,Right
231.76,Both
232.62,Right
234.98,Left
