6.42,Left
17.56,Left
19.28,Right
20.12,Both
24.42,Right
25.26,Right
26.98,Left
27.41,Right
27.84,Left
30.4,Left
32.16,Right
32.62,Left
33.08,Right
34.74,Right
36.42,Both
37.24,Both
39,Right
40.68,Both
41.56,Left
46.64,Both
54.32,Left
56.14,Left
57.86,Both
63.76,Right
64.6,Left
65.46,Both
66.34,Left
68.04,Both
71.56,Right
71.99,Left
72.42,Right
74.14,Left
77.56,Both
78.42,Right
80.14,Both
81,Right
81.86,Right
88.7,Both
89.58,Left
92.14,Right
92.98,Right
96.42,Right
97.28,Left
98.14,Right
99,Right
104.68,Both
108.22,Right
110.46,Right
111.96,Both
113.56,Both
115.2,Both
122.56,Right
124.7,Left
126.84,Left
129.86,Left
130.7,Both
132.86,Right
134.14,Both
135,Both
136.72,Left
137.56,Both
138.82,Both
142.62,Right
145.6,Right
146.9,Left
149.1,Left
150.86,Left
152.96,Left
155.04,Right
157.2,Both
159.86,Both
161.14,Right
161.35,Left
161.56,Right
162.44,Right
164.58,Both
165.86,Right
166.07,Left
166.28,Right
167.16,Right
173.14,Right
174,Right
176.14,Left
178.28,Right
179.56,Both
181.72,Left
182.56,Left
183.4,Right
185.08,Right
186.32,Right
188.04,Right
189.38,Right
191.14,Both
194.58,Both
195.42,Right
197.54,Left
199.28,Both
201,Left
204.52,Both
206.88,Left
