12.9,Left
17.02,Right
20.26,Right
22.08,Right
24.84,Right
29.44,Left
33.1,Left
35.42,Both
39.1,Both
40.94,Left
45.06,Left
50.14,Left
60.72,Left
63.46,Left
65.32,Left
68.98,Right
75.42,Right
80.94,Right
86.46,Right
90.14,Right
91.98,Right
100.72,Right
105.3,Right
108.06,Right
114.02,Left
115.88,Right
124.62,Left
127.82,Left
133.36,Left
139.78,Left
142.54,Left
145.3,Right
160.46,Left
163.22,Left
166.44,Left
173.34,Right
176.1,Left
177.96,Left
182.56,Right
184.4,Left
193.14,Right
201.4,Right
203.7,Right
206.48,Left
208.32,Left
210.14,Right
215.22,Right
220.26,Right
223.96,Left
228.1,Left
231.76,Left
236.36,Left
