12.9,Left
16.58,Both
19.8,Right
21.16,Right
23.46,Right
27.62,Left
30.82,Left
32.66,Both
35.88,Both
37.24,Left
40.94,Both
46,Left
56.1,Left
58.4,Left
59.8,Both
61.18,Right
63,Right
68.98,Right
70.84,Left
73.6,Right
78.16,Both
82.3,Right
90.14,Right
91.98,Right
96.1,Right
98.4,Right
102.1,Both
103.46,Left
110.36,Right
113.56,Left
116.34,Left
121.4,Left
127.36,Left
129.66,Left
131.04,Both
132.9,Right
137.04,Right
146.22,Left
148.54,Left
151.28,Left
157.72,Right
160.02,Both
161.86,Left
165.98,Right
167.38,Left
175.66,Right
177.04,Right
179.8,Left
182.56,Right
184.4,Both
187.16,Left
188.52,Left
189.9,Right
194.5,Right
199.12,Right
202.32,Left
206,Both
209.68,Left
214.3,Left
218.42,Right
220.26,Left
223.02,Left
226.26,Both
227.64,Left
230.4,Both
232.22,Right
234.22,Right
236.36,Left
237.74,Both
