13.62,Left
15.46,Right
16.8,Both
20,Right
21.36,Right
23.64,Right
27.7,Left
30.9,Both
32.28,Both
34.08,Right
35.9,Both
37.28,Left
40.9,Both
45.9,Left
48.18,Right
49.54,Both
55.44,Left
57.72,Left
59.1,Both
60.44,Both
62.74,Right
67.28,Both
68.62,Right
70.44,Both
73.62,Right
78.16,Both
79.52,Left
81.8,Right
83.18,Right
89.08,Both
91.32,Right
95.48,Both
98.18,Right
100,Right
101.36,Both
102.7,Both
104.08,Both
109.96,Right
112.26,Left
115.02,Left
118.64,Left
120.88,Left
122.72,Right
124.98,Left
127.26,Left
128.62,Both
130.44,Both
135,Right
138.62,Right
143.64,Left
145.9,Left
148.62,Left
151.38,Right
154.52,Right
156.82,Both
158.6,Right
158.81,Left
159.02,Right
160.36,Right
163.16,Both
164.98,Right
165.21,Left
165.44,Right
166.82,Right
173.64,Right
175,Right
177.76,Left
