16.78,Left
18.78,Right
20.1,Both
23.72,Right
25.04,Right
27.68,Right
32.26,Right
33.62,Right
35.58,Both
36.92,Both
38.9,Right
40.88,Both
42.18,Left
46.8,Both
53.42,Left
56.36,Right
57.68,Both
65.92,Left
68.56,Left
69.88,Both
71.2,Both
73.84,Right
79.74,Both
81.1,Right
83.06,Both
87,Right
92.96,Both
94.28,Left
96.9,Right
98.22,Right
101.56,Right
103,Left
104.4,Right
105.78,Right
111.1,Both
115.06,Right
117.36,Right
118.66,Both
119.98,Both
121.3,Both
129.22,Right
131.84,Left
135.16,Left
139.78,Left
142.4,Left
144.38,Right
147.02,Left
149.64,Left
150.98,Both
152.94,Both
158.88,Right
163.5,Right
