5.400000000000000355e-01,1.000000000000000000e+00
1.340000000000000080e+00,2.000000000000000000e+00
2.140000000000000124e+00,1.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00
3.819999999999999840e+00,1.000000000000000000e+00
4.700000000000000178e+00,2.000000000000000000e+00
5.559999999999999609e+00,1.000000000000000000e+00
6.419999999999999929e+00,2.000000000000000000e+00
7.280000000000000249e+00,1.000000000000000000e+00
8.140000000000000568e+00,2.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+00
9.859999999999999432e+00,2.000000000000000000e+00
1.069999999999999929e+01,1.000000000000000000e+00
1.156000000000000050e+01,2.000000000000000000e+00
1.241999999999999993e+01,1.000000000000000000e+00
1.327999999999999936e+01,2.000000000000000000e+00
1.409999999999999964e+01,1.000000000000000000e+00
1.498000000000000043e+01,2.000000000000000000e+00
1.585999999999999943e+01,1.000000000000000000e+00
1.667999999999999972e+01,2.000000000000000000e+00
1.755999999999999872e+01,1.000000000000000000e+00
1.842000000000000171e+01,2.000000000000000000e+00
1.928000000000000114e+01,1.000000000000000000e+00
2.012000000000000099e+01,2.000000000000000000e+00
2.098000000000000043e+01,1.000000000000000000e+00
2.185999999999999943e+01,2.000000000000000000e+00
2.271999999999999886e+01,1.000000000000000000e+00
2.355999999999999872e+01,2.000000000000000000e+00
2.442000000000000171e+01,1.000000000000000000e+00
2.526000000000000156e+01,2.000000000000000000e+00
2.614000000000000057e+01,1.000000000000000000e+00
2.698000000000000043e+01,2.000000000000000000e+00
2.783999999999999986e+01,1.000000000000000000e+00
2.869999999999999929e+01,2.000000000000000000e+00
2.957999999999999829e+01,1.000000000000000000e+00
3.039999999999999858e+01,2.000000000000000000e+00
3.128000000000000114e+01,1.000000000000000000e+00
3.215999999999999659e+01,2.000000000000000000e+00
3.307999999999999829e+01,1.000000000000000000e+00
3.389999999999999858e+01,2.000000000000000000e+00
3.474000000000000199e+01,1.000000000000000000e+00
3.556000000000000227e+01,2.000000000000000000e+00
3.642000000000000171e+01,1.000000000000000000e+00
3.724000000000000199e+01,2.000000000000000000e+00
3.814000000000000057e+01,1.000000000000000000e+00
3.900000000000000000e+01,2.000000000000000000e+00
3.984000000000000341e+01,1.000000000000000000e+00
4.067999999999999972e+01,2.000000000000000000e+00
4.156000000000000227e+01,1.000000000000000000e+00
4.242000000000000171e+01,2.000000000000000000e+00
4.328000000000000114e+01,1.000000000000000000e+00
4.414000000000000057e+01,2.000000000000000000e+00
4.493999999999999773e+01,1.000000000000000000e+00
4.578000000000000114e+01,2.000000000000000000e+00
4.664000000000000057e+01,1.000000000000000000e+00
4.746000000000000085e+01,2.000000000000000000e+00
4.832000000000000028e+01,1.000000000000000000e+00
4.917999999999999972e+01,2.000000000000000000e+00
5.003999999999999915e+01,1.000000000000000000e+00
5.089999999999999858e+01,2.000000000000000000e+00
5.175999999999999801e+01,1.000000000000000000e+00
5.264000000000000057e+01,2.000000000000000000e+00
5.350000000000000000e+01,1.000000000000000000e+00
5.432000000000000028e+01,2.000000000000000000e+00
5.520000000000000284e+01,1.000000000000000000e+00
5.614000000000000057e+01,2.000000000000000000e+00
5.700000000000000000e+01,1.000000000000000000e+00
5.785999999999999943e+01,2.000000000000000000e+00
5.871999999999999886e+01,1.000000000000000000e+00
5.957999999999999829e+01,2.000000000000000000e+00
6.038000000000000256e+01,1.000000000000000000e+00
6.117999999999999972e+01,2.000000000000000000e+00
6.206000000000000227e+01,1.000000000000000000e+00
6.289999999999999858e+01,2.000000000000000000e+00
