5.999999999999999778e-02,1.000000000000000000e+00
4.799999999999999822e-01,2.000000000000000000e+00
9.200000000000000400e-01,1.000000000000000000e+00
1.340000000000000080e+00,2.000000000000000000e+00
1.760000000000000009e+00,1.000000000000000000e+00
2.180000000000000160e+00,2.000000000000000000e+00
2.640000000000000124e+00,1.000000000000000000e+00
3.060000000000000053e+00,2.000000000000000000e+00
3.500000000000000000e+00,1.000000000000000000e+00
3.919999999999999929e+00,2.000000000000000000e+00
4.360000000000000320e+00,1.000000000000000000e+00
4.759999999999999787e+00,2.000000000000000000e+00
5.179999999999999716e+00,1.000000000000000000e+00
5.599999999999999645e+00,2.000000000000000000e+00
6.040000000000000036e+00,1.000000000000000000e+00
6.440000000000000391e+00,2.000000000000000000e+00
6.879999999999999893e+00,1.000000000000000000e+00
7.339999999999999858e+00,2.000000000000000000e+00
7.759999999999999787e+00,1.000000000000000000e+00
8.220000000000000639e+00,2.000000000000000000e+00
8.640000000000000568e+00,1.000000000000000000e+00
9.099999999999999645e+00,2.000000000000000000e+00
9.500000000000000000e+00,1.000000000000000000e+00
9.919999999999999929e+00,2.000000000000000000e+00
1.033999999999999986e+01,1.000000000000000000e+00
1.075999999999999979e+01,2.000000000000000000e+00
1.119999999999999929e+01,1.000000000000000000e+00
1.159999999999999964e+01,2.000000000000000000e+00
1.203999999999999915e+01,1.000000000000000000e+00
1.243999999999999950e+01,2.000000000000000000e+00
1.285999999999999943e+01,1.000000000000000000e+00
1.327999999999999936e+01,2.000000000000000000e+00
1.372000000000000064e+01,1.000000000000000000e+00
1.414000000000000057e+01,2.000000000000000000e+00
1.458000000000000007e+01,1.000000000000000000e+00
1.500000000000000000e+01,2.000000000000000000e+00
1.543999999999999950e+01,1.000000000000000000e+00
1.588000000000000078e+01,2.000000000000000000e+00
1.632000000000000028e+01,1.000000000000000000e+00
1.673999999999999844e+01,2.000000000000000000e+00
1.717999999999999972e+01,1.000000000000000000e+00
1.760000000000000142e+01,2.000000000000000000e+00
1.801999999999999957e+01,1.000000000000000000e+00
1.842000000000000171e+01,2.000000000000000000e+00
1.883999999999999986e+01,1.000000000000000000e+00
1.928000000000000114e+01,2.000000000000000000e+00
